full_date,date,hour,real,pred1,pred2,pred3,pred4
2022-01-01 01:00:00,2022-01-01,1.0,145.86,144.02056884765625,118.07988739013672,113.52931123291496,111.9059936442864
2022-01-01 02:00:00,2022-01-01,2.0,114.9,122.77960968017578,119.8495101928711,119.80349628391374,118.90876816223182
2022-01-01 03:00:00,2022-01-01,3.0,113.87,112.78111267089844,114.90435791015624,111.53787813730575,110.84808670990536
2022-01-01 04:00:00,2022-01-01,4.0,97.8,88.58889770507812,99.23019409179688,105.49925176999858,104.970092519759
2022-01-01 05:00:00,2022-01-01,5.0,97.8,73.25209045410156,86.86219024658203,91.44515617113925,91.84472053647612
2022-01-01 06:00:00,2022-01-01,6.0,95.74,70.3189697265625,82.68415069580078,80.42370535791159,82.52020309509679
2022-01-01 07:00:00,2022-01-01,7.0,97.8,74.2774429321289,79.5262451171875,79.83052103306034,82.98826513817636
2022-01-01 08:00:00,2022-01-01,8.0,97.8,88.5981216430664,77.85809326171875,69.33191548407564,69.74837080493552
2022-01-01 09:00:00,2022-01-01,9.0,97.8,96.37047576904295,75.77406311035156,67.42160258767505,67.4810922057337
2022-01-01 10:00:00,2022-01-01,10.0,70.05,96.4259033203125,67.6585922241211,59.04807459659199,61.310561998991645
2022-01-01 11:00:00,2022-01-01,11.0,76.79,81.99172973632812,60.634765625,48.7423891770506,55.32179297358584
2022-01-01 12:00:00,2022-01-01,12.0,84.1,56.70441436767578,49.72850036621094,38.494099679147325,48.15694641838367
2022-01-01 13:00:00,2022-01-01,13.0,94.74,65.5665054321289,51.17847442626953,47.25660259940405,54.34636063798735
2022-01-01 14:00:00,2022-01-01,14.0,96.8,63.89338684082031,52.06842041015625,57.00949269866196,62.432288147774926
2022-01-01 15:00:00,2022-01-01,15.0,97.8,84.17931365966797,60.33573913574219,66.86412018941635,68.39347332373421
2022-01-01 16:00:00,2022-01-01,16.0,98.52,77.31559753417969,55.98152160644531,53.356706784528086,54.86243857284241
2022-01-01 17:00:00,2022-01-01,17.0,114.5,108.45775604248048,73.34760284423828,81.70648428018617,80.83505198628127
2022-01-01 18:00:00,2022-01-01,18.0,149.97,152.6017608642578,116.06004333496094,123.25622619383104,117.68166606027154
2022-01-01 19:00:00,2022-01-01,19.0,177.22,176.0655059814453,142.77891540527344,139.7756381676448,134.32335830344277
2022-01-01 20:00:00,2022-01-01,20.0,187.52,176.8114013671875,147.63851928710938,139.51752776749083,137.73215434645695
2022-01-01 21:00:00,2022-01-01,21.0,189.26,179.2574920654297,150.39161682128906,148.09115369941034,147.68750733240827
2022-01-01 22:00:00,2022-01-01,22.0,190.81,188.13034057617188,153.58055114746094,153.2244829973472,152.86101976228085
2022-01-01 23:00:00,2022-01-01,23.0,188.39,168.83555603027344,147.2891845703125,138.34746193079047,137.92554713896214
2022-01-02 00:00:00,2022-01-01,24.0,167.26,154.45956420898438,138.53944396972656,132.83533710473623,130.9644093701817
2022-01-02 01:00:00,2022-01-02,1.0,133.21,136.0617218017578,113.1334991455078,94.82854704974358,92.61511341642654
2022-01-02 02:00:00,2022-01-02,2.0,115.87,108.3427963256836,102.7342529296875,83.60169916511316,85.63140056568285
2022-01-02 03:00:00,2022-01-02,3.0,110.52,107.57150268554688,98.75846099853516,76.74185074186862,78.20034076216456
2022-01-02 04:00:00,2022-01-02,4.0,113.0,94.84959411621094,87.36058044433594,71.44125460662275,73.68385521857446
2022-01-02 05:00:00,2022-01-02,5.0,115.87,89.67781829833984,82.72207641601562,70.40204007833327,72.87706805028762
2022-01-02 06:00:00,2022-01-02,6.0,110.52,94.9255142211914,88.44804382324219,77.18459987410294,78.45957627183716
2022-01-02 07:00:00,2022-01-02,7.0,115.87,103.71507263183594,96.28926849365234,86.0459489561678,82.17947257424022
2022-01-02 08:00:00,2022-01-02,8.0,129.6,125.47553253173828,109.243408203125,93.50370834168857,84.9070886802916
